instance	n	subtree	mutation_count	RSS	Signature.1	Signature.2	Signature.3	Signature.4	Signature.5	Signature.6	Signature.7	Signature.8	Signature.9	Signature.10	Signature.11	Signature.12	Signature.13	Signature.14	Signature.15	Signature.16	Signature.17	Signature.18	Signature.19	Signature.20	Signature.21	Signature.22	Signature.23	Signature.24	Signature.25	Signature.26	Signature.27	Signature.28	Signature.29	Signature.30
m5_S45_k2_eps0.3.P_eps.txt	5	5	166	14.81975	 0	 0.09462603	 0.08881208	 0.03118207	 0.003576886	 0.00560293	 0.009951927	 0	 0.01537072	 0.02111755	 0.1384594	 0.02992413	 0	 0.154639	 0.009338504	 0	 0	 0.1101735	 0.005780564	 0.0181438	 0	 0.1381863	 0.005938754	 0	 0.07867056	 0	 0.02967784	 0	 0	 0.01082743
m5_S5_k0_eps0.1.P_eps.txt	5	1;3;2;5;4	443	40.68654	 0.01655501	 0.05005094	 0	 0	 0	 0	 0.01263866	 0	 0.2313586	 0	 0.01695143	 0	 0	 0.08089991	 0.2157142	 0	 0.01554544	 0	 0.01102154	 0	 0.03813263	 0	 0.008460319	 0	 0	 0	 0	 0.01944428	 0.2271271	 0.05609991
m5_S5_k0_eps0.2.P_eps.txt	5	1;3;2;5;4	451	64.75565	 0	 0	 0	 0	 0.07706585	 0.04120292	 0.02335801	 0	 0.05610462	 0.008656365	 0	 0	 0.1855958	 0.1002552	 0.009651121	 0.05694791	 0.01492445	 0	 0.009100015	 0.01353956	 0	 0	 0.2004782	 0	 0.01493608	 0.08754216	 0	 0	 0.1006418	 0
m5_S5_k0_eps0.3.P_eps.txt	5	1;3;2;5;4	682	80.59529	 0	 0.09235516	 0.004885614	 0	 0	 0.002774887	 0.02400318	 0.04157578	 0.0269417	 0.04879814	 0.1351946	 0.006616764	 0	 0.008783631	 0.01491418	 0.01751658	 0.06157963	 0	 0.3087615	 0.00736369	 0.00344757	 0	 0	 0	 0.02405716	 0	 0	 0.01389913	 0	 0.1565312
m5_S5_k1_eps0.1.P_eps.txt	5	1;2;5;4	191	27.00261	 0	 0.2889009	 0	 0	 0	 0	 0.08790062	 0	 0	 0	 0.01134058	 0	 0.1621123	 0	 0.06048797	 0.06364365	 0	 0	 0.06398419	 0	 0.007159991	 0	 0	 0	 0	 0.211839	 0	 0	 0.03447473	 0.008156171
m5_S5_k1_eps0.1.P_eps.txt	5	3	45	5.286231	 0.09268872	 0.008248092	 0	 0	 0	 0	 0	 0	 0	 0.005267814	 0	 0	 0.05929987	 0.4467386	 0.0355207	 0	 0.05006784	 0.1077036	 0.03876197	 0	 0.008987648	 0	 0.0456523	 0.07453715	 0	 0	 0	 0	 0.02652567	 0
m5_S5_k1_eps0.2.P_eps.txt	5	1;3;2;5;4	435	67.08921	 0.143063	 0.01408075	 0	 0.003975577	 0.006493218	 0	 0.008884077	 0.04023553	 0	 0.005289463	 0.04992774	 0.1090362	 0	 0	 0.002057842	 0.004641895	 0.04480417	 0	 0.01059264	 0.02792781	 0.02360763	 0	 0.1639269	 0	 0.03987868	 0.03307792	 0.2370011	 0	 0.03149788	 0
m5_S5_k1_eps0.3.P_eps.txt	5	1;3;2;5;4	366	90.85758	 0.0456896	 0.006091143	 0.006608518	 0.1237663	 0.1130748	 0.0347851	 0.07380648	 0	 0	 0.1770703	 0.07897236	 0	 0	 0.0815498	 0.00760405	 0.005675012	 0	 0.1048637	 0	 0.07978445	 0	 0	 0.02073972	 0.01709778	 0.01845509	 0	 0	 0.004365844	 0	 0
m5_S5_k2_eps0.1.P_eps.txt	5	1;3;2;4	469	55.04033	 0.008969359	 0	 0	 0	 0	 0	 0.002927946	 0.1476819	 0.06369519	 0.01699003	 0.1166223	 0.0463896	 0	 0.1700417	 0	 0.02743705	 0.04935785	 0.109891	 0.04728948	 0.04819141	 0.004927075	 0	 0	 0	 0.0333247	 0	 0	 0.008341569	 0.04939211	 0.04852978
m5_S5_k2_eps0.1.P_eps.txt	5	5	180	10.30501	 0.3090925	 0.06881458	 0.09927928	 0	 0.09316361	 0.01409109	 0.005132898	 0	 0	 0	 0	 0	 0.1382228	 0.02118983	 0	 0.004702231	 0	 0	 0	 0.04467389	 0.1064522	 0	 0.02823406	 0	 0	 0	 0	 0	 0.06695101	 0
m5_S5_k2_eps0.2.P_eps.txt	5	1;3;5	251	29.65544	 0.03834116	 0.02676631	 0.006294154	 0.07918135	 0.06794364	 0.2462111	 0.004221625	 0.09866017	 0.01037012	 0	 0.07660131	 0.1163754	 0	 0	 0.01068607	 0	 0.02261357	 0	 0.08772497	 0	 0.01772004	 0.06441256	 0	 0.0188034	 0	 0	 0.007073066	 0	 0	 0
m5_S5_k2_eps0.2.P_eps.txt	5	2	103	12.73372	 0.05839898	 0.1160985	 0	 0.02825895	 0.1180896	 0	 0	 0.04158314	 0.01066908	 0	 0	 0	 0	 0.09854641	 0	 0.2284382	 0.008882039	 0	 0.1016276	 0	 0.0978503	 0	 0.02765289	 0.007693732	 0	 0	 0	 0.05621058	 0	 0
m5_S5_k2_eps0.2.P_eps.txt	5	4	190	9.330485	 0.04644865	 0	 0	 0	 0	 0	 0.05734386	 0	 0.01767567	 0	 0.05375239	 0	 0	 0.06495474	 0.113338	 0.09882722	 0	 0.00560004	 0.05599478	 0	 0.005353336	 0.1074156	 0.007275011	 0	 0	 0	 0.3660207	 0	 0	 0
m5_S5_k2_eps0.3.P_eps.txt	5	1;2;4	356	47.93375	 0.007794258	 0.01482677	 0.1103053	 0.007325369	 0.04335533	 0.02665042	 0.005793665	 0.02107301	 0	 0	 0	 0	 0	 0.2161061	 0.008231852	 0.02808982	 0	 0.03183089	 0	 0	 0	 0.09053693	 0.003484224	 0.02334684	 0.1615222	 0	 0.006774063	 0	 0.1840146	 0.008938391
m5_S5_k2_eps0.3.P_eps.txt	5	3	157	12.25858	 0.002651054	 0.09310747	 0	 0.01212395	 0.006237656	 0.03759868	 0	 0.08497512	 0.2600122	 0	 0	 0	 0.01246977	 0	 0.1546012	 0	 0	 0.0170362	 0.02627344	 0.009909036	 0	 0	 0.01422078	 0	 0.04200487	 0	 0.2204392	 0.006339339	 0	 0
m5_S5_k2_eps0.3.P_eps.txt	5	5	189	11.35784	 0	 0.02151081	 0.1510222	 0.03961226	 0	 0	 0.027317	 0	 0.04023085	 0.003823148	 0	 0.09602856	 0.183962	 0	 0.004405865	 0	 0	 0.05040419	 0.1226375	 0.06041062	 0	 0	 0.005813063	 0	 0.01771402	 0.05804951	 0.06561892	 0.01445934	 0	 0.03698018
m5_S62_k0_eps0.1.P_eps.txt	5	1;3;2;5;4	484	44.50237	 0.07191911	 0.1282771	 0	 0.03598411	 0.05014793	 0	 0	 0.03908457	 0	 0.003107295	 0.06318889	 0.05963523	 0	 0	 0.1817112	 0.02145698	 0.08006589	 0.001632018	 0.05052573	 0.03360147	 0.0001591229	 0	 0.02508578	 0	 0.02193793	 0.03842158	 0.03039828	 0.06365973	 0	 0
m5_S62_k0_eps0.2.P_eps.txt	5	1;3;2;5;4	331	52.7383	 0	 0.01903333	 0	 0	 0.02323778	 0	 0.03428102	 0	 0	 0.003853222	 0.06512515	 0	 0	 0.2300955	 0.002619055	 0.04639096	 0	 0.01582111	 0.04069284	 0.04698523	 0.09493747	 0.1475027	 0.0790761	 0	 0	 0.01637537	 0	 0.08769417	 0.04064666	 0.005632294
m5_S62_k0_eps0.3.P_eps.txt	5	1;3;2;5;4	565	76.58932	 0.03174298	 0.07081906	 0	 0.04214726	 0	 0.02982671	 0	 0.02658496	 0.1102096	 0.009071813	 0	 0	 0	 0	 0.006007048	 0.005373076	 0.05558049	 0	 0.02776084	 0	 0	 0	 0.06458234	 0	 0.0514534	 0.06783147	 0	 0.3023903	 0.01188939	 0.0867292
m5_S62_k1_eps0.1.P_eps.txt	5	1;3;2;5;4	428	51.2759	 0.004749757	 0.002322206	 0	 0	 0.05583644	 0	 0.009237517	 0	 0	 0.01767239	 0	 0.02340549	 0.06038629	 0.1507451	 0	 0.02059475	 0	 0	 0.08335509	 0.4225746	 0.02033215	 0.04543926	 0	 0.003806784	 0	 0.006477773	 0.02639868	 0.04666575	 0	 0
m5_S62_k1_eps0.2.P_eps.txt	5	1;2;5;4	607	45.62806	 0.001668482	 0.06352804	 0.008966815	 0	 0	 0	 0	 0	 0	 0	 0.02623581	 0	 0	 0	 0.08686285	 0.02317298	 0	 0	 0.3038973	 0	 0.1332584	 0.02349822	 0.257315	 0	 0.05032293	 0	 0	 0	 0.02127317	 0
m5_S62_k1_eps0.2.P_eps.txt	5	3	165	10.58177	 0.02123138	 0.01040156	 0	 0	 0	 0	 0.06165871	 0.1108672	 0	 0.008861363	 0	 0.04374324	 0.0580302	 0.04794393	 0	 0.1029121	 0	 0.2194912	 0.01629424	 0.07759059	 0.06012314	 0.03143744	 0.0484509	 0	 0	 0	 0.05648394	 0	 0.0244788	 0
m5_S62_k1_eps0.3.P_eps.txt	5	1;2;5;4	537	64.92527	 0	 0.01143546	 0.06351015	 0.03363971	 0.06320645	 0.03164344	 0.0185546	 0	 0	 0	 0	 0	 0	 0.09610402	 0	 0	 0.1725476	 0	 0	 0.0184933	 0.01781133	 0	 0	 0.0188929	 0.06782689	 0.05656928	 0	 0	 0.224505	 0.1052598
m5_S62_k1_eps0.3.P_eps.txt	5	3	192	14.71884	 0.04075236	 0.1176145	 0.02824527	 0.03661144	 0.1285137	 0	 0.006978229	 0.03520128	 0.008687586	 0.01333555	 0.2566585	 0	 0	 0	 0.0912334	 0	 0.08547642	 0	 0	 0.09670356	 0.02150034	 0	 0.00870038	 0	 0	 0	 0	 0.004782696	 0	 0.01900478
m5_S62_k2_eps0.1.P_eps.txt	5	1;3;5	464	24.82368	 0	 0.03862676	 0	 0	 0	 0	 0.005151472	 0.06409894	 0	 0.2788447	 0	 0	 0	 0.1701183	 0	 0	 0.2299076	 0.00577352	 0	 0	 0.09871698	 0	 0.00940585	 0	 0.01004695	 0	 0	 0.05849111	 0.03081783	 0
m5_S62_k2_eps0.1.P_eps.txt	5	2	125	6.863602	 0.08706405	 0.1770165	 0	 0	 0	 0	 0.04552392	 0	 0	 0.1306455	 0	 0	 0	 0.04574232	 0.01557237	 0	 0	 0.1347986	 0	 0	 0.2926502	 0	 0.02651308	 0	 0	 0	 0.04447339	 0	 0	 0
m5_S62_k2_eps0.1.P_eps.txt	5	4	155	7.872307	 0.005264843	 0	 0	 0	 0.06016499	 0	 0	 0.07727852	 0.03731464	 0.2585728	 0	 0.01761556	 0	 0	 0	 0.01055702	 0.03243462	 0.003660928	 0.03427696	 0.1824672	 0.04923696	 0	 0.02986673	 0	 0	 0	 0	 0.1258134	 0.01897809	 0.05649673
m5_S62_k2_eps0.2.P_eps.txt	5	1;5;4	354	35.96667	 0.002306127	 0.06364662	 0.0123857	 0	 0	 0.03800419	 0.009608357	 0	 0.1376358	 0.05626894	 0	 0.06867438	 0	 0	 0	 0.2449404	 0.06712227	 0.0189876	 0	 0	 0.04728507	 0.01346521	 0	 0.05040454	 0.1279108	 0	 0.03641483	 0.004939195	 0	 0
m5_S62_k2_eps0.2.P_eps.txt	5	3	75	9.716547	 0.04759328	 0	 0	 0.1203816	 0	 0.1166543	 0.05386078	 0	 0	 0.0878624	 0	 0	 0	 0.03675956	 0.028178	 0.04612246	 0	 0.09968942	 0	 0.0338806	 0	 0	 0.05679706	 0.1360687	 0	 0	 0	 0.02501471	 0	 0.1111371
m5_S62_k2_eps0.2.P_eps.txt	5	2	74	9.675904	 0.1383718	 0.01612518	 0	 0	 0.002237118	 0.03013655	 0	 0	 0	 0.007869069	 0	 0.1331619	 0	 0.1324429	 0	 0.1866027	 0.007284872	 0	 0.0968288	 0	 0	 0.01257257	 0.04215318	 0	 0	 0	 0	 0.03364155	 0.03750977	 0.1230621
m5_S62_k2_eps0.3.P_eps.txt	5	1;3;2	281	46.58833	 0.2313119	 0.06888937	 0.1369876	 0.02559123	 0	 0.07455032	 0.03559714	 0	 0.01239478	 0.002267342	 0.009574413	 0	 0	 0.06051977	 0	 0	 0.127262	 0.06298132	 0.03267486	 0.014373	 0.02363355	 0.05127723	 0.005491538	 0	 0	 0	 0.01419829	 0.01042431	 0	 0
m5_S62_k2_eps0.3.P_eps.txt	5	5	109	15.71307	 0	 0	 0	 0.07457074	 0.07261254	 0.0259269	 0.01622627	 0	 0	 0	 0	 0	 0	 0.043111	 0.04562179	 0.04933692	 0.01738844	 0.01824993	 0.04551917	 0.1805041	 0	 0	 0	 0.01040512	 0.03219806	 0.1210604	 0	 0.2080316	 0	 0.03923699
m5_S62_k2_eps0.3.P_eps.txt	5	4	41	7.805613	 0	 0.4319251	 0	 0	 0	 0	 0	 0	 0	 0.0217653	 0	 0.05065146	 0	 0	 0.2359754	 0	 0	 0.01194497	 0	 0	 0	 0	 0.04522158	 0	 0	 0.1133271	 0.08918907	 0	 0	 0
m5_S66_k0_eps0.1.P_eps.txt	5	1;3;2;5;4	448	46.06005	 0.005258034	 0.03996595	 0	 0	 0	 0.0465825	 0	 0.01084071	 0.01577104	 0	 0	 0	 0	 0.0355201	 0	 0	 0.1074921	 0.0042305	 0	 0	 0.09270158	 0.1428082	 0	 0.08492063	 0.04758267	 0	 0.306462	 0.04527508	 0.01458893	 0
m5_S66_k0_eps0.2.P_eps.txt	5	1;3;2;5;4	408	51.27769	 0.03653606	 0.09821863	 0	 0	 0	 0	 0.0363373	 0	 0.05268225	 0	 0	 0.2604326	 0	 0.1558277	 0	 0.07334803	 0.1661322	 0.01354926	 0	 0	 0.01490245	 0	 0	 0	 0	 0.04058488	 0	 0	 0.05144866	 0
m5_S66_k0_eps0.3.P_eps.txt	5	1;3;2;5;4	495	79.1595	 0.02861109	 0.03807256	 0.07004414	 0.05662919	 0	 0.08020886	 0.004873524	 0	 0	 0.02790059	 0.1638045	 0	 0	 0.004561177	 0	 0	 0.004881364	 0	 0	 0.004054279	 0.06865036	 0.0327985	 0	 0.01606294	 0	 0	 0.03781971	 0.3114847	 0.04954251	 0
m5_S66_k1_eps0.1.P_eps.txt	5	1;3;2;4	416	31.38105	 0	 0.07326311	 0	 0	 0	 0	 0.0171748	 0	 0.2025338	 0.04175278	 0.0104999	 0	 0	 0	 0.06295119	 0	 0	 0.004049709	 0	 0.09123134	 0	 0	 0.402327	 0	 0	 0.01986408	 0.03799882	 0.02290783	 0.01228267	 0.0011629
m5_S66_k1_eps0.1.P_eps.txt	5	5	137	9.105426	 0.01917288	 0.01205058	 0	 0	 0	 0	 0	 0	 0	 0.2127272	 0	 0.06927635	 0	 0.07947013	 0	 0.0321783	 0.009021417	 0.05084331	 0.07213094	 0	 0.01063489	 0	 0.02647795	 0	 0.2135719	 0	 0	 0.1504625	 0.04198159	 0
m5_S66_k1_eps0.2.P_eps.txt	5	1;3;5;4	629	46.68284	 0	 0.004052666	 0.0204711	 0.0259282	 0.05308516	 0	 0.002119302	 0.01767522	 0	 0	 0.01259174	 0.002150301	 0	 0.005148502	 0.003148069	 0	 0.1560642	 0	 0.009820224	 0.0272097	 0.01474083	 0.05598594	 0.03594946	 0.1350373	 0.02766999	 0.1540651	 0.02908834	 0	 0.2051299	 0.002868686
m5_S66_k1_eps0.2.P_eps.txt	5	2	106	10.40013	 0.04026278	 0.01439883	 0.3333822	 0	 0	 0	 0	 0	 0	 0.03344444	 0	 0	 0	 0.2071519	 0.09764506	 0	 0	 0	 0	 0	 0.1921013	 0	 0	 0	 0.007162132	 0	 0	 0	 0.02279668	 0.05165464
m5_S66_k1_eps0.3.P_eps.txt	5	1;3;2;5;4	359	82.53666	 0.08202023	 0	 0	 0	 0.02205761	 0.01510494	 0	 0	 0	 0	 0.05291755	 0.01137851	 0.1147311	 0	 0.1702781	 0.02496321	 0.009913012	 0	 0.02132717	 0	 0.02031947	 0.005540694	 0.03306465	 0.006981087	 0.2140794	 0.008502273	 0.1571878	 0.02963315	 0	 0
m5_S66_k2_eps0.1.P_eps.txt	5	1;3;5	179	19.02056	 0	 0.2998778	 0	 0	 0.0009669087	 0	 0	 0	 0	 0.06046995	 0.01343978	 0.02707611	 0.003537561	 0.01441791	 0	 0	 0.02608348	 0.03674142	 0	 0.009594188	 0.02691271	 0	 0.02878205	 0.09731621	 0	 0.06133152	 0	 0	 0.2934524	 0
m5_S66_k2_eps0.1.P_eps.txt	5	2	153	7.575926	 0.01673434	 0	 0.03540762	 0.01581177	 0.04630354	 0	 0.004010918	 0	 0.005433006	 0.001977915	 0	 0.03382366	 0.02262867	 0	 0.006840981	 0	 0	 0.03355938	 0	 0.06384965	 0.1542544	 0.002927972	 0	 0.1359897	 0.2571062	 0.07984571	 0.07348996	 0	 0	 0.01000463
m5_S66_k2_eps0.1.P_eps.txt	5	4	166	8.555113	 0	 0.003712433	 0.3253823	 0	 0	 0	 0	 0.0322496	 0.1401731	 0.05390587	 0	 0.1508682	 0	 0.0246786	 0.007148262	 0	 0.04440238	 0.1054089	 0.01362315	 0	 0.01438949	 0	 0.01204336	 0	 0	 0.02406442	 0	 0.04794986	 0	 0
m5_S66_k2_eps0.2.P_eps.txt	5	1;3;5	393	35.11621	 0	 0	 0.02732544	 0	 0	 0.01901182	 0	 0.3233194	 0.005914686	 0	 0	 0	 0.1641209	 0.03421762	 0.02679898	 0	 0.2268129	 0.0003457523	 0	 0.03985122	 0.06684346	 0	 0.005809551	 0	 0	 0.01949328	 0	 0.00730324	 0.0328317	 0
m5_S66_k2_eps0.2.P_eps.txt	5	2	176	12.54747	 0.05484617	 0	 0.01450555	 0.00636184	 0	 0.01511134	 0.09781996	 0.03202298	 0	 0.007879329	 0.07260067	 0	 0.229923	 0.06175104	 0.01316053	 0.06335397	 0.02451841	 0.008097679	 0	 0.03623459	 0	 0	 0.005355916	 0.2143634	 0	 0	 0.02440252	 0	 0.01769112	 0
m5_S66_k2_eps0.2.P_eps.txt	5	4	181	9.13203	 0	 0.0101524	 0	 0	 0	 0	 0	 0.0277222	 0	 0.1327801	 0	 0.262498	 0.05411173	 0.014482	 0	 0.05932204	 0	 0.005297463	 0	 0.01721237	 0.1837251	 0	 0.04008869	 0	 0	 0.03657216	 0.1109651	 0.04507065	 0	 0
m5_S66_k2_eps0.3.P_eps.txt	5	1;3;2;5	270	70.01286	 0	 0	 0	 0.02988943	 0	 0	 0	 0	 0	 0	 0	 0.1157421	 0.01774722	 0	 0.0240799	 0.1733309	 0.01860478	 0	 0	 0.03102502	 0	 0	 0.05487939	 0.1919668	 0.2141402	 0.02617843	 0	 0.03411803	 0.0202047	 0.04809305
m5_S66_k2_eps0.3.P_eps.txt	5	4	169	16.2191	 0.02223065	 0	 0.06816686	 0.05503832	 0	 0	 0.06422459	 0	 0	 0	 0	 0	 0.2787154	 0	 0.08839026	 0	 0	 0.1833862	 0	 0.02805387	 0.004859789	 0.02957806	 0	 0.03288055	 0.01045677	 0	 0	 0.1340187	 0	 0
m5_S69_k0_eps0.1.P_eps.txt	5	1;3;2;5;4	532	40.2437	 0	 0.1496073	 0	 0	 0	 0.02472615	 0.2463929	 0.08052612	 0.01172766	 0.03415008	 0.007997484	 0.04986927	 0	 0.09563079	 0	 0.03255897	 0	 0	 0.0346843	 0.005193343	 0	 0.03846323	 0.007783367	 0	 0	 0.1075268	 0.01558977	 0	 0.04510528	 0.01246717
m5_S69_k0_eps0.2.P_eps.txt	5	1;3;2;5;4	436	50.68447	 0.1024489	 0.01398494	 0	 0	 0	 0	 0	 0	 0	 0.1315412	 0.0516535	 0	 0	 0	 0	 0	 0.005248185	 0.3184035	 0	 0	 0.008038745	 0.09249514	 0.008043737	 0	 0.06561001	 0	 0	 0.09989597	 0.05648037	 0.0461558
m5_S69_k0_eps0.3.P_eps.txt	5	1;3;2;5;4	674	77.69507	 0	 0.004248663	 0	 0.01235552	 0	 0	 0.04537	 0.3242449	 0.04658899	 0.05347505	 0.01378251	 0	 0	 0.1507667	 0.004748896	 0	 0	 0.1111321	 0	 0.01304507	 0.01701246	 0	 0.01348242	 0	 0	 0.06688305	 0.0359108	 0.01324128	 0	 0.07371161
m5_S69_k1_eps0.1.P_eps.txt	5	1;3;5;4	516	32.58607	 0.1473872	 0	 0	 0	 0	 0.02263997	 0.1272516	 0	 0	 0	 0.004931014	 0.1359524	 0	 0	 0	 0.003868717	 0	 0	 0	 0	 0.06166485	 0.233025	 0.008059584	 0	 0.184607	 0.05614685	 0.01446575	 0	 0	 0
m5_S69_k1_eps0.1.P_eps.txt	5	2	144	6.696521	 0.01647616	 0	 0	 0.02342554	 0.02816122	 0.02230235	 0.05459699	 0	 0.02601856	 0.02233733	 0.2393915	 0.02587302	 0.09679087	 0.03460926	 0	 0	 0.02002652	 0	 0.006814717	 0.03669083	 0.0244588	 0.1491664	 0.03909718	 0.003466972	 0	 0	 0	 0.1077358	 0.02255989	 0
m5_S69_k1_eps0.2.P_eps.txt	5	1;3;2	264	33.6398	 0	 0	 0	 0.04530309	 0	 0.08311404	 0.0756188	 0.193011	 0.01305643	 0.08674566	 0.003323605	 0	 0	 0.009122854	 0	 0	 0.1895007	 0.01400526	 0	 0	 0	 0.1349401	 0.04706924	 0	 0.05524603	 0	 0	 0	 0.04994314	 0
m5_S69_k1_eps0.2.P_eps.txt	5	5;4	91	21.60633	 0	 0.006060384	 0	 0	 0	 0.1008162	 0.06601369	 0	 0.1649358	 0.06178172	 0	 0	 0	 0	 0.5222175	 0	 0.01733313	 0	 0	 0	 0	 0	 0.01960734	 0	 0	 0	 0.04123427	 0	 0	 0
m5_S69_k1_eps0.3.P_eps.txt	5	1;2;5;4	453	57.31941	 0.004885038	 0.1601729	 0.0105306	 0.01574438	 0	 0	 0.001738704	 0.008220505	 0.1955372	 0.01312695	 0.07173176	 0	 0	 0	 0.03354325	 0	 0.01725724	 0	 0.02270754	 0	 0.06695759	 0.02631301	 0.07835492	 0	 0	 0	 0	 0.1298107	 0.01660492	 0.1267629
m5_S69_k1_eps0.3.P_eps.txt	5	3	70	12.68681	 0.09451701	 0	 0	 0.07604142	 0.08078801	 0	 0.01262457	 0.02604804	 0	 0.01292747	 0.06350794	 0	 0	 0.1468218	 0	 0	 0	 0	 0.08270157	 0	 0	 0.1975167	 0.008609168	 0.1394358	 0	 0	 0	 0	 0.05846044	 0
m5_S69_k2_eps0.1.P_eps.txt	5	1;5;4	311	28.36629	 0	 0	 0	 0	 0.02747373	 0	 0.00303468	 0	 0	 0.01812258	 0	 0	 0	 0.1112373	 0.3060785	 0.01334345	 0.0101205	 0.005584746	 0.03207294	 0.09027388	 0	 0	 0	 0.04033981	 0	 0.1384082	 0.13182	 0.0610568	 0.01103289	 0
m5_S69_k2_eps0.1.P_eps.txt	5	3	129	7.310448	 0.007166747	 0.0287658	 0	 0	 0	 0	 0.01901447	 0	 0	 0.05987281	 0	 0.03000831	 0	 0	 0.08560154	 0.04529127	 0	 0.03192602	 0.02703249	 0.06757325	 0	 0.4024815	 0	 0.009763772	 0.08511503	 0	 0.100387	 0	 0	 0
m5_S69_k2_eps0.1.P_eps.txt	5	2	153	8.565671	 0	 0.04512551	 0.05466094	 0.06497993	 0	 0	 0.1286025	 0.02445246	 0	 0	 0.004071369	 0.2366231	 0	 0.04886638	 0	 0.1358423	 0.07197969	 0.02376612	 0.04024695	 0.02277251	 0.04539704	 0	 0.01831004	 0	 0	 0.005216196	 0.02908702	 0	 0	 0
m5_S69_k2_eps0.2.P_eps.txt	5	1;2	179	17.8819	 0	 0.02102097	 0	 0.08251868	 0	 0	 0.1228458	 0	 0.02818263	 0.003267684	 0	 0	 0.08141568	 0.002322653	 0	 0.05876066	 0.1351221	 0.008453856	 0	 0	 0.05745635	 0	 0	 0	 0	 0	 0.02770463	 0.2637055	 0	 0.1072228
m5_S69_k2_eps0.2.P_eps.txt	5	3	103	10.85788	 0	 0	 0	 0	 0	 0	 0.03886779	 0	 0	 0	 0	 0.04085608	 0	 0	 0	 0	 0.07630771	 0.01618249	 0	 0	 0	 0	 0.0066141	 0.2347485	 0	 0.1136402	 0	 0.4727831	 0	 0
m5_S69_k2_eps0.2.P_eps.txt	5	5;4	203	23.80643	 0.01623261	 0	 0.148871	 0.1225935	 0	 0	 0	 0	 0	 0	 0.1543534	 0.05588539	 0.1135864	 0	 0.03764678	 0.06369299	 0.018532	 0	 0	 0	 0	 0	 0.02540014	 0	 0.09614549	 0	 0	 0.1260881	 0	 0.02097216
m5_S69_k2_eps0.3.P_eps.txt	5	1;3	294	33.46162	 0	 0	 0	 0	 0	 0.2052943	 0.07283081	 0	 0.1958052	 0	 0	 0.01082149	 0	 0	 0.0765412	 0.02884396	 0.001642314	 0	 0	 0	 0.01811329	 0	 0	 0.03067869	 0	 0.226045	 0	 0.01034351	 0	 0.1230403
m5_S69_k2_eps0.3.P_eps.txt	5	2	131	15.32789	 0	 0.001914191	 0.04325476	 0	 0	 0	 0	 0	 0.0611595	 0	 0.02807047	 0	 0	 0	 0	 0	 0	 0	 0	 0.08802241	 0.3239746	 0	 0.02838236	 0	 0	 0.1838966	 0.1963789	 0	 0	 0.04494618
m5_S69_k2_eps0.3.P_eps.txt	5	5;4	296	34.75759	 0.003044892	 0	 0	 0.09998548	 0.2086927	 0.08683669	 0.01877044	 0.02123811	 0.01728583	 0.1445901	 0	 0.0199017	 0	 0.04545948	 0.03634249	 0	 0.01818026	 0.07150527	 0.01005779	 0.01591675	 0.04757965	 0	 0.02866577	 0	 0.0922415	 0	 0	 0.005808077	 0.00789704	 0
m5_S71_k0_eps0.1.P_eps.txt	5	1;3;2;5;4	407	48.02286	 0	 0.1475814	 0	 0.1985345	 0	 0.01470756	 0	 0.07634608	 0.1665765	 0.02776476	 0	 0	 0	 0	 0	 0	 0.001409549	 0.01549979	 0	 0	 0.1441099	 0.09614638	 0.02471054	 0	 0	 0	 0	 0.05665876	 0.02995433	 0
